TX_DT,CIF_No,TransactionCountry,TransactionCountryHigherLevel,PriviledgeMerchantsGrp,LDESC,Sales_Type,Amount,TransCount
20260809,15081624,RINGGIT MALAYSIA,LOCAL,ON US,PARKSON GRAND-PAVILION,CP,2363.07,1
20260811,43792654,RINGGIT MALAYSIA,LOCAL,ON US,TESCO STORES (M),CP,2549.05,1
20260818,43792654,RINGGIT MALAYSIA,LOCAL,ON US,SENHENG ELECTRIC,CP,3929.97,1
20260828,43792654,RINGGIT MALAYSIA,LOCAL,NOT ON US,AEON CO (M) BHD-MID VALLEY,CP,5652.74,1
20260811,43792654,RINGGIT MALAYSIA,LOCAL,ON US,AEON BIG (M) SDN BHD-KEPONG,CP,1850.16,1
20260821,43792654,RINGGIT MALAYSIA,LOCAL,NOT ON US,LOTUS'S STORES-CHERAS,CP,918.41,1
20260822,43792654,RINGGIT MALAYSIA,OVERSEA,ON US,MR DIY-SUNWAY PYRAMID,CP,981.16,1
20260813,96574438,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,ECONSAVE-JOHOR,CP,4036.05,1
20260815,96574438,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,MCDONALD'S MALAYSIA,CP,7212.72,1
20260804,96574438,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,PETRONAS DAGANGAN,CA,4782.2,1
20260803,96574438,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,HARVEY NORMAN-IOI CITY,CP,5824.24,1
20260803,96574438,RINGGIT MALAYSIA,LOCAL,ON US,LOTUS'S STORES-CHERAS,CP,3966.74,1
20260710,96574438,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,SENHENG ELECTRIC,CP,703.64,1
20260820,96574438,RINGGIT MALAYSIA,OVERSEA,ON US,PARKSON GRAND-PAVILION,CP,2250.79,1
20260828,96574438,RINGGIT MALAYSIA,LOCAL,ON US,SHOPEE PAY,CA,3981.31,1
20260808,96574438,RINGGIT MALAYSIA,OVERSEA,ON US,HARVEY NORMAN-IOI CITY,CP,1931.95,1
20260902,96574438,RINGGIT MALAYSIA,LOCAL,NOT ON US,AEON BIG (M) SDN BHD-KEPONG,CP,1563.95,1
20260817,96574438,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,KFC HOLDINGS,CA,2202.87,1
20260829,96574438,RINGGIT MALAYSIA,OVERSEA,NOT ON US,COURTS MAMMOTH,CP,3878.83,1
20260809,96574438,RINGGIT MALAYSIA,OVERSEA,NOT ON US,SHELL MALAYSIA,CA,2740.62,1
20260709,96574438,RINGGIT MALAYSIA,LOCAL,ON US,COURTS MAMMOTH,CA,4862.2,1
20260625,96574438,RINGGIT MALAYSIA,LOCAL,ON US,MYDIN MOHAMED HOLDINGS,CP,4839.86,1
20260804,96574438,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,ECONSAVE-JOHOR,CP,3729.5,1
20260819,96574438,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,MCDONALD'S MALAYSIA,CP,2004.45,1
20260823,44184054,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,AEON CO (M) BHD-MID VALLEY,CP,2832.41,1
20260124,44184054,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,ECONSAVE-JOHOR,CP,3256.5,1
20260221,44184054,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,HARVEY NORMAN-IOI CITY,CP,2734.46,1
20260211,44184054,RINGGIT MALAYSIA,LOCAL,ON US,HARVEY NORMAN-IOI CITY,CP,1658.36,1
20260815,44184054,RINGGIT MALAYSIA,LOCAL,NOT ON US,ZALORA MALAYSIA,CP,2060.63,1
20260127,44184054,RINGGIT MALAYSIA,LOCAL,ON US,MYDIN MOHAMED HOLDINGS,CA,1252.93,1
20260801,57814619,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,SENHENG ELECTRIC,CA,6818.3,1
20260715,57814619,RINGGIT MALAYSIA,LOCAL,ON US,TESCO STORES (M),CP,1598.29,1
20260221,57814619,RINGGIT MALAYSIA,LOCAL,ON US,MCDONALD'S MALAYSIA,CP,7354.57,1
20260827,57814619,RINGGIT MALAYSIA,LOCAL,NOT ON US,AEON BIG (M) SDN BHD-KEPONG,CA,886.29,1
20260817,57814619,RINGGIT MALAYSIA,OVERSEA,ON US,AEON BIG (M) SDN BHD-KEPONG,CA,2605.1,1
20260813,57814619,RINGGIT MALAYSIA,LOCAL,ON US,AEON CO (M) BHD-MID VALLEY,CP,5167.71,1
20260822,57814619,RINGGIT MALAYSIA,LOCAL,ON US,SHELL MALAYSIA,CP,917.8,1
20260629,57814619,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,GIANT HYPERMARKET-SHAH ALAM,CA,2815.33,1
20260901,57814619,RINGGIT MALAYSIA,LOCAL,ON US,GIANT HYPERMARKET-SHAH ALAM,CP,4141.76,1
20260819,57814619,RINGGIT MALAYSIA,LOCAL,ON US,SHOPEE PAY,CP,4099.61,1
20260807,57814619,RINGGIT MALAYSIA,LOCAL,ON US,MCDONALD'S MALAYSIA,CP,5678.74,1
20260823,57814619,RINGGIT MALAYSIA,OVERSEA,NOT ON US,COURTS MAMMOTH,CP,5494.46,1
20260319,57814619,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,SENHENG ELECTRIC,CP,2299.55,1
20260831,57814619,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,SHOPEE PAY,CP,332.97,1
20260811,91979982,RINGGIT MALAYSIA,LOCAL,NOT ON US,SENHENG ELECTRIC,CP,6029.7,1
20260830,91979982,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,GIANT HYPERMARKET-SHAH ALAM,CP,4662.46,1
20260825,91979982,RINGGIT MALAYSIA,LOCAL,ON US,SHELL MALAYSIA,CP,4595.1,1
20260823,91979982,RINGGIT MALAYSIA,LOCAL,ON US,GRABPAY TOP UP,CP,459.85,1
20260821,91979982,RINGGIT MALAYSIA,LOCAL,NOT ON US,SHOPEE PAY,CP,5094.11,1
20260806,91979982,RINGGIT MALAYSIA,LOCAL,NOT ON US,SHELL MALAYSIA,CP,6262.47,1
20260830,91979982,RINGGIT MALAYSIA,LOCAL,NOT ON US,LOTUS'S STORES-CHERAS,CA,1027.93,1
20260803,91979982,RINGGIT MALAYSIA,LOCAL,NOT ON US,WATSONS PERSONAL CARE,CA,7460.37,1
20260815,91979982,RINGGIT MALAYSIA,OVERSEA,ON US,SHELL MALAYSIA,CA,5008.34,1
20260810,91979982,RINGGIT MALAYSIA,OVERSEA,NOT ON US,ECONSAVE-JOHOR,CP,6566.57,1
20260824,91979982,RINGGIT MALAYSIA,LOCAL,NOT ON US,PARKSON GRAND-PAVILION,CA,7235.47,1
20260805,91979982,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,TESCO STORES (M),CP,1871.5,1
20260815,91979982,RINGGIT MALAYSIA,LOCAL,ON US,COURTS MAMMOTH,CP,2063.64,1
20260813,91979982,RINGGIT MALAYSIA,LOCAL,ON US,ZALORA MALAYSIA,CP,589.22,1
20260816,80889684,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,MYDIN MOHAMED HOLDINGS,CP,42.33,1
20260826,80889684,RINGGIT MALAYSIA,LOCAL,ON US,MYDIN MOHAMED HOLDINGS,CP,4016.69,1
20260816,80889684,RINGGIT MALAYSIA,LOCAL,NOT ON US,LOTUS'S STORES-CHERAS,CA,2695.99,1
20260722,80889684,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,TESCO STORES (M),CP,4485.51,1
20260605,31450764,RINGGIT MALAYSIA,LOCAL,NOT ON US,MYDIN MOHAMED HOLDINGS,CP,1083.85,1
20260826,31450764,RINGGIT MALAYSIA,LOCAL,ON US,LAZADA MALAYSIA,CP,4565.98,1
20260813,31450764,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,SENHENG ELECTRIC,CP,2674.57,1
20260830,31450764,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,SHOPEE PAY,CP,791.27,1
20260803,31450764,RINGGIT MALAYSIA,LOCAL,ON US,ZALORA MALAYSIA,CP,7174.39,1
20260624,31450764,RINGGIT MALAYSIA,LOCAL,NOT ON US,HARVEY NORMAN-IOI CITY,CP,5187.58,1
20260711,31450764,RINGGIT MALAYSIA,OVERSEA,NOT ON US,TESCO STORES (M),CP,4518.15,1
20260405,31450764,RINGGIT MALAYSIA,LOCAL,NOT ON US,LAZADA MALAYSIA,CA,6680.15,1
20260902,31450764,RINGGIT MALAYSIA,LOCAL,ON US,ZALORA MALAYSIA,CP,2407.71,1
20260805,31450764,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,ZALORA MALAYSIA,CP,2204.38,1
20260811,31450764,RINGGIT MALAYSIA,LOCAL,ON US,GUARDIAN HEALTH-KLCC,CP,1901.31,1
20260823,31450764,RINGGIT MALAYSIA,LOCAL,NOT ON US,AEON BIG (M) SDN BHD-KEPONG,CA,1126.24,1
20260822,31450764,RINGGIT MALAYSIA,LOCAL,NOT ON US,MR DIY-SUNWAY PYRAMID,CP,5048.46,1
20260618,31450764,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,HARVEY NORMAN-IOI CITY,CA,7278.49,1
20260829,13852508,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,ZALORA MALAYSIA,CP,3957.43,1
20260823,13852508,RINGGIT MALAYSIA,LOCAL,ON US,MCDONALD'S MALAYSIA,CP,289.35,1
20260820,13852508,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,GUARDIAN HEALTH-KLCC,CA,3866.75,1
20260810,13852508,RINGGIT MALAYSIA,LOCAL,ON US,SHELL MALAYSIA,CP,1618.87,1
20260811,13852508,RINGGIT MALAYSIA,LOCAL,ON US,MR DIY-SUNWAY PYRAMID,CA,1114.82,1
20260827,13852508,RINGGIT MALAYSIA,OVERSEA,ON US,SENHENG ELECTRIC,CP,1007.97,1
20260825,13852508,RINGGIT MALAYSIA,LOCAL,NOT ON US,LAZADA MALAYSIA,CA,4693.15,1
20260805,13852508,RINGGIT MALAYSIA,LOCAL,NOT ON US,COURTS MAMMOTH,CP,974.29,1
20260827,13852508,RINGGIT MALAYSIA,OVERSEA,ON US,PETRONAS DAGANGAN,CP,2215.2,1
20260829,13852508,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,ZALORA MALAYSIA,CP,3518.03,1
20260811,43562313,RINGGIT MALAYSIA,OVERSEA,ON US,ZALORA MALAYSIA,CP,5448.57,1
20260820,43562313,RINGGIT MALAYSIA,LOCAL,ON US,ZALORA MALAYSIA,CP,3401.03,1
20260611,43562313,RINGGIT MALAYSIA,LOCAL,ON US,SHOPEE PAY,CP,4985.97,1
20260816,43562313,RINGGIT MALAYSIA,LOCAL,NOT ON US,ECONSAVE-JOHOR,CP,4834.27,1
20260826,43562313,RINGGIT MALAYSIA,OVERSEA,ON US,ZALORA MALAYSIA,CP,4350.33,1
20260828,43562313,RINGGIT MALAYSIA,LOCAL,ON US,MR DIY-SUNWAY PYRAMID,CP,6262.32,1
20260809,43562313,RINGGIT MALAYSIA,LOCAL,ON US,GIANT HYPERMARKET-SHAH ALAM,CA,4858.94,1
20260508,43562313,RINGGIT MALAYSIA,OVERSEA,ON US,ECONSAVE-JOHOR,CP,4129.63,1
20260812,43562313,RINGGIT MALAYSIA,LOCAL,ON US,MR DIY-SUNWAY PYRAMID,CA,3934.25,1
20260830,43562313,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,MR DIY-SUNWAY PYRAMID,CP,1656.33,1
20260710,43562313,RINGGIT MALAYSIA,LOCAL,ON US,SHELL MALAYSIA,CP,2361.69,1
20260825,43562313,RINGGIT MALAYSIA,LOCAL,NOT ON US,TESCO STORES (M),CP,4316.83,1
20260902,43562313,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,PETRONAS DAGANGAN,CA,4269.63,1
20260830,43562313,RINGGIT MALAYSIA,OVERSEA,NOT ON US,SENHENG ELECTRIC,CA,6090.25,1
20260810,43562313,RINGGIT MALAYSIA,OVERSEA,ON US,SHOPEE PAY,CP,2654.76,1
20260803,43562313,RINGGIT MALAYSIA,LOCAL,ON US,SENHENG ELECTRIC,CP,5895.16,1
20260816,40757252,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,HARVEY NORMAN-IOI CITY,CA,6158.4,1
20260806,40757252,RINGGIT MALAYSIA,OVERSEA,NOT ON US,TESCO STORES (M),CA,2739.74,1
20260817,40757252,RINGGIT MALAYSIA,OVERSEA,NOT ON US,WATSONS PERSONAL CARE,CP,3393.7,1
20260815,40757252,RINGGIT MALAYSIA,OVERSEA,NOT ON US,MR DIY-SUNWAY PYRAMID,CP,2438.16,1
20260812,40757252,RINGGIT MALAYSIA,LOCAL,ON US,SHOPEE PAY,CP,5531.82,1
20260722,79550585,RINGGIT MALAYSIA,LOCAL,NOT ON US,GIANT HYPERMARKET-SHAH ALAM,CA,167.98,1
20251001,79550585,RINGGIT MALAYSIA,LOCAL,ON US,MCDONALD'S MALAYSIA,CA,1461.06,1
20251231,79550585,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,LOTUS'S STORES-CHERAS,CP,3851.54,1
20251022,79550585,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,GUARDIAN HEALTH-KLCC,CA,3530.17,1
20251028,79550585,RINGGIT MALAYSIA,OVERSEA,ON US,KFC HOLDINGS,CP,5021.02,1
20260505,79550585,RINGGIT MALAYSIA,OVERSEA,NOT ON US,MR DIY-SUNWAY PYRAMID,CP,2563.51,1
20260429,79550585,RINGGIT MALAYSIA,LOCAL,NOT ON US,WATSONS PERSONAL CARE,CA,5021.29,1
20260824,88295121,RINGGIT MALAYSIA,LOCAL,NOT ON US,ECONSAVE-JOHOR,CP,1287.6,1
20260829,88295121,RINGGIT MALAYSIA,LOCAL,ON US,ECONSAVE-JOHOR,CA,2969.42,1
