Rcd_DT,CIF_NO,APPL_NO,AGREE_NO,APPL_DT,APPL_STS,JUDGE_DT,SCORING_POINT,SCORING_TYPE,SCORING_RANK,LOAN_CODE,LOAN_TYP_ID,LOAN_GRP,AGENT_CODE1,AGENT_CODE2,APPL_CHANNEL,REJECT_CODE,FIN_AMT,FIN_PRFT_AMT,FIN_TOTAL_AMT,INST_AMT,DEPOSIT,INTEREST,TOTAL_INST,JointIncome_FG,SCORE_DECISION,NetIncome,Income,Age,HomeYear,YearOfBusiness,AnnualIncome,TOTAL_AEON_INST,TOTAL_AEON_OSB,CUR_REPAY_RATIO,NEW_REPAY_RATIO,NDI,CUR_DSR,NEW_DSR,B_OtherIncome,B_NonBankCommitment,DEPENDANT,YEAR_MADE,NOB,HomeOwner_flag,CIFState,Race,Gender,Marital,National,Occupation,Academic,B_AdvInstallPymt,AdvInstallPymtBand,JudgeWeek_FG,Biometric_FG,E-KYC,OTP,APPLY_FIN_AMT,PreAssessment_Flag
2026-09-02,19440698,00000000058,800000000058,20260826,Approve,20260906,763,2,C,179,17,3,2658,10,TELEMARKETING,,6223.91,965.33,7189.24,199.7,10,5.17,36, ,A,15529.32,15529.32,28,7,2,228660.96,60,74258.35,27.48,32.35,4692.81,30.91,35.52,2399.25,826.33,0,,Construction,Y,Selangor,Malay,M,SINGLE,MALAYSIAN,Nurse,Certificate,2986.32,B,,Y,fail,fail,7060.32,Y
2026-09-02,52439116,00000000059,800000000059,20260828,Approve,20260828,722,2,B,175,13,2,3205,95,TELEMARKETING,,50555.37,25252.41,75807.78,701.92,10,5.55,108,N,A,20573.22,20573.22,36,18,12,287712.6,12,149152.31,37.63,39.11,3206.04,32.58,42.5,2782.28,203.46,4,,Food & Beverage,N,Johor,Malay,M,MARRIED,MALAYSIAN,IT Executive,SPM,3602.62,A,,N,fail,pass,83121.46,Y
2026-09-02,55541542,00000000060,800000000060,20260827,Approve,20260909,798,2,B,166,33,2,3154,62,COUNTER,,64795.44,24855.53,89650.97,1067.27,20,5.48,84,Y,A,24369.53,24369.53,41,12,4,337468.92,84,134499.1,16.06,20.01,4282.96,16.66,19.63,2876.35,854.43,1,2016,Education,N,Sabah,Chinese,F,SINGLE,MALAYSIAN,Factory Worker,SPM,106.02,B,1,Y,pass,fail,73531.41,N
2026-09-02,60628582,00000000061,800000000061,20260830,Approve,20260913,770,2,G,127,33,2,5366,47,WEBSITE,,50789.88,13814.85,64604.73,1076.75,0,5.44,60,N,A,15735.31,15735.31,24,4,6,239901.24,60,89312.71,30.2,35.74,2734.93,26.66,34.99,2507.1,1384.91,0,,Food & Beverage,N,Pahang,Malay,F,MARRIED,MALAYSIAN,Army Personnel,SPM,2722.92,,,Y,pass,fail,72091.2,N
2026-09-02,38033411,00000000062,800000000062,20260826,Approve,20260912,757,2,B,117,33,3,7778,70,WEBSITE,,40826.08,10308.59,51134.67,852.24,5,5.05,60,-,A,24694.3,24694.3,61,30,9,354867.6,60,48323.15,6.25,8.61,2045.19,5,8,292.73,1898.46,4,,Agriculture,N,Perak,Malay,M,MARRIED,MALAYSIAN,Chef,STPM,2059.71,,,Y,fail,fail,59284.87,Y
2026-09-02,65958065,00000000063,800000000063,20260902,Approve,20260906,773,4,E,119,11,3,9911,94,WEBSITE,,111156.29,50120.37,161276.66,1493.3,20,5.01,108,Y,A,19031.1,19031.1,34,4,9,303914.28,60,119946.22,12.31,20.04,2757.53,5.14,14.46,2555.1,978.27,1,,Wholesale,Y,Selangor,Chinese,F,MARRIED,MALAYSIAN,Factory Worker,Master Degree,401.59,,,N,fail,pass,135670.5,N
2026-09-02,43986317,00000000064,800000000064,20260830,Approve,20260915,834,2,D,198,24,,9681,10,TELEMARKETING,,11035.33,2670.55,13705.88,228.43,5,4.84,60,N,A,17004.75,17004.75,56,2,26,258308.52,84,34785.2,24.47,32.87,5979.81,23.89,28.4,510.68,1402.65,0,2019,Plantation,Y,Johor,Chinese,F,SINGLE,MALAYSIAN,Accountant,Bachelor Degree,4584.29,,1,N,pass,fail,12392.27,Y
2026-09-02,88056581,00000000065,800000000065,20260902,Approve,20260922,949,2,E,171,13,2,9704,62,TELEMARKETING,,105636.9,25775.4,131412.3,2190.2,0,4.88,60,Y,A,23184.83,23184.83,46,9,2,364617.6,36,46364.17,17.13,27.09,6453.83,9.56,20.0,1263.75,1090.02,0,2025,Transportation,N,Terengganu,Malay,F,SINGLE,MALAYSIAN,Doctor,STPM,24.35,B,,Y,fail,pass,148742.76,N
2026-09-02,24032975,00000000066,800000000066,20260829,Approve,20260913,569,4,B,141,29,1,4138,88,TELEMARKETING,,55380.65,30453.82,85834.47,794.76,30,6.11,108,-,A,11811.0,11811.0,59,20,34,164831.16,12,116210.34,27.3,33.23,702.76,36.59,39.63,2521.75,39.14,0,,Retail Trade,N,Kelantan,Chinese,F,SINGLE,MALAYSIAN,Clerk,Diploma,4758.78,,1,N,pass,fail,64670.63,Y
2026-09-02,65751880,00000000067,800000000067,20260827,Approve,20260910,814,1,E,155,10,1,4904,88,COUNTER,,57729.49,19679.98,77409.47,921.54,5,4.87,84,Y,A,9182.15,9182.15,44,26,5,139429.92,12,33060.63,28.81,32.08,3636.88,23.51,32.17,1638.74,636.46,0,2021,Retail Trade,Y,Kedah,Malay,M,SINGLE,MALAYSIAN,Administrator,Bachelor Degree,3037.26,B,1,N,pass,pass,62433.9,Y
2026-09-02,14713027,00000000068,800000000068,20260828,Approve,20260904,546,4,C,136,31,3,2690,50,PARTNER,,94346.78,32455.29,126802.07,2113.37,10,6.88,60,N,A,15850.72,15850.72,31,7,13,241684.8,84,70039.0,37.2,46.15,6853.33,42.88,53.45,2975.09,1536.66,0,,Real Estate,N,Pulau Pinang,Malay,M,SINGLE,MALAYSIAN,Doctor,Bachelor Degree,2407.89,,1,N,fail,pass,101362.02,N
2026-09-02,16576388,00000000069,800000000069,20260830,Approve,20260917,690,3,C,105,34,2,9870,12,WEBSITE,,10949.56,6031.02,16980.58,157.23,30,6.12,108, ,A,19397.73,19397.73,65,3,25,273996.6,60,60190.48,14.57,20.22,1117.61,13.25,20.41,1839.36,1380.36,0,2012,Telecommunications,N,Selangor,Malay,M,SINGLE,MALAYSIAN,Doctor,SPM,990.73,B,,Y,pass,fail,15493.5,Y
2026-09-02,46740707,00000000070,800000000070,20260826,Approve,20260917,789,2,D,118,29,1,7239,60,COUNTER,,41000.58,18302.66,59303.24,549.1,30,4.96,108,-,A,21490.8,21490.8,55,33,20,327780.12,108,124230.25,13.25,21.84,7076.2,13.15,18.39,2338.1,11.94,0,2017,Financial Services,N,Sabah,Indian,M,MARRIED,MALAYSIAN,Accountant,SPM,4002.63,,1,Y,fail,pass,68072.2,N
2026-09-02,20501450,00000000071,800000000071,20260901,Approve,20260903,535,1,B,105,20,3,6050,24,TELEMARKETING,,130306.52,56553.03,186859.55,2224.52,0,6.2,84,N,A,7898.11,7898.11,59,26,9,110694.6,36,27755.42,27.02,30.3,7838.35,39.4,43.36,1578.11,1125.32,3,,Construction,Y,Perak,Chinese,M,MARRIED,MALAYSIAN,IT Executive,Bachelor Degree,2120.54,A,1,N,fail,pass,137290.91,N
2026-09-02,20235011,00000000072,800000000072,20260901,Approve,20260929,929,3,F,131,18,2,2374,92,TELEMARKETING,,72179.76,10870.27,83050.03,2306.95,10,5.02,36,-,A,4233.54,4233.54,48,13,19,68072.52,12,12354.76,21.2,28.08,5711.2,29.97,31.05,922.79,1147.85,1,,Education,Y,Perak,Malay,F,SINGLE,MALAYSIAN,Retail Assistant,Master Degree,965.83,B,1,Y,pass,pass,115585.55,N
2026-09-02,73584629,00000000073,800000000073,20260827,Approve,20260916,981,2,A,167,13,3,4281,63,MOBILE_APP,,68949.91,31896.23,100846.14,933.76,5,5.14,108,-,A,11756.96,11756.96,48,25,26,178175.88,36,38416.06,12.78,15.47,2530.66,8.3,17.37,2527.43,300.95,2,2025,Financial Services,Y,Kelantan,Malay,F,MARRIED,MALAYSIAN,Army Personnel,Diploma,3316.6,C,1,N,fail,pass,83283.7,N
2026-09-02,90426416,00000000074,800000000074,20260827,Approve,20260906,453,3,F,191,13,2,9952,12,WEBSITE,,85673.18,49193.54,134866.72,1248.77,30,6.38,108,Y,A,9657.23,9657.23,60,33,40,148517.64,108,82316.82,23.77,27.6,3242.59,24.65,35.95,263.37,1979.55,3,,Hospitality,N,Johor,Malay,M,MARRIED,MALAYSIAN,Engineer,SPM,1328.61,B,1,Y,fail,fail,117672.11,Y
2026-09-02,81406369,00000000075,800000000075,20260831,Approve,20260928,873,3,D,119,16,1,6277,22,WEBSITE,,61128.87,19983.03,81111.9,965.62,0,4.67,84, ,A,10455.55,10455.55,50,30,12,164953.44,12,30106.71,27.27,31.47,3800.1,23.94,31.79,1053.51,1298.68,0,2018,Financial Services,N,Selangor,Malay,M,SINGLE,MALAYSIAN,Civil Servant,Bachelor Degree,398.09,,,N,pass,fail,62910.56,Y
2026-09-02,20439138,00000000076,800000000076,20260826,Approve,20260905,670,2,C,137,28,1,2338,10,WEBSITE,,67997.03,35800.44,103797.47,961.09,20,5.85,108,N,A,20320.5,20320.5,32,6,10,326780.28,36,129903.45,27.88,33.19,6658.84,25.06,31.38,175.08,616.84,4,,Manufacturing,Y,Selangor,Malay,F,WIDOWED,MALAYSIAN,Security Guard,Diploma,2634.31,,1,N,fail,fail,112165.8,N
2026-09-02,26255108,00000000077,800000000077,20260828,Approve,20260927,418,2,A,124,25,2,8418,98,COUNTER,,99451.26,20317.89,119769.15,3326.92,10,6.81,36, ,A,7628.06,7628.06,54,28,23,121008.12,12,65743.63,27.37,36.93,1451.4,35.69,45.55,455.82,1664.9,5,2022,Telecommunications,N,Perak,Malay,F,MARRIED,MALAYSIAN,Technician,Bachelor Degree,1545.91,A,1,Y,fail,pass,113151.41,Y
2026-09-02,67164749,00000000078,800000000078,20260830,Approve,20260913,430,2,A,194,34,2,7163,67,WEBSITE,,73475.97,41396.36,114872.33,1063.63,20,6.26,108,N,A,13925.4,13925.4,35,3,0,216687.96,60,89634.85,31.1,38.95,2415.29,24.27,34.78,92.2,207.43,0,,Transportation,N,Johor,Chinese,F,SINGLE,MALAYSIAN,IT Executive,SPM,3558.74,A,,N,fail,pass,99673.96,N
2026-09-02,39014988,00000000079,800000000079,20260902,Approve,20260923,872,4,F,105,30,1,6397,13,MOBILE_APP,,71397.1,32771.27,104168.37,964.52,10,5.1,108,N,A,24530.04,24530.04,59,28,32,374406.48,12,43629.27,8.44,13.42,1885.27,5.57,12.52,2135.11,617.04,0,,Construction,Y,Perak,Malay,F,SINGLE,MALAYSIAN,Supervisor,SPM,1255.22,B,,Y,fail,fail,94529.93,Y
2026-09-02,57064983,00000000080,800000000080,20260828,Approve,20260926,936,4,A,196,28,3,6101,12,COUNTER,,36152.31,5130.01,41282.32,1146.73,5,4.73,36,Y,A,12866.36,12866.36,36,16,17,195391.32,12,35536.93,14.0,19.02,5651.63,11.2,16.76,166.48,413.15,0,,Construction,Y,Selangor,Malay,F,SINGLE,MALAYSIAN,Technician,Bachelor Degree,3155.12,C,,N,fail,pass,50881.46,N
2026-09-02,19987024,00000000081,800000000081,20260829,Approve,20260920,494,3,A,109,19,2,6068,26,COUNTER,,71612.3,34789.26,106401.56,1266.69,5,6.94,84,N,A,23073.04,23073.04,38,9,10,364307.88,12,147874.1,41.46,49.99,5442.15,41.46,50.54,625.54,996.64,4,,Construction,N,Pulau Pinang,Malay,F,MARRIED,MALAYSIAN,Security Guard,SPM,339.35,A,1,N,pass,pass,86712.17,N
2026-09-02,96213226,00000000082,800000000082,20260829,Approve,20260909,501,4,D,145,32,2,6375,93,TELEMARKETING,,72766.18,40276.08,113042.26,1046.69,5,6.15,108,-,A,19754.36,19754.36,27,5,5,306257.04,108,109218.51,29.38,32.08,7341.96,33.66,37.03,1511.29,1481.05,0,,Education,N,Sarawak,Chinese,F,SINGLE,MALAYSIAN,Lecturer,Master Degree,3769.88,C,1,N,pass,fail,76980.83,Y
2026-09-02,61752356,00000000083,800000000083,20260829,Approve,20260928,878,4,E,154,11,1,3966,82,PARTNER,,11229.23,2672.56,13901.79,231.7,0,4.76,60, ,A,24084.81,24084.81,39,12,4,368847.36,36,55120.28,20.35,29.07,7775.21,12.96,22.96,564.19,859.51,2,,Oil & Gas,Y,Sabah,Indian,F,MARRIED,MALAYSIAN,Chef,Diploma,2108.74,,1,N,pass,pass,13785.96,N
2026-09-02,62061086,00000000084,800000000084,20260902,Approve,20260912,634,2,E,111,27,1,5926,51,TELEMARKETING,,28160.34,12044.18,40204.52,478.63,10,6.11,84,Y,A,16212.25,16212.25,57,12,20,243460.56,108,63717.79,21.7,28.61,6386.26,22.61,24.99,2208.15,1388.21,2,2024,Manufacturing,N,Pahang,Malay,F,WIDOWED,MALAYSIAN,Army Personnel,SPM,3083.88,A,1,N,fail,pass,39123.81,Y
2026-09-02,50999704,00000000085,800000000085,20260902,Approve,20260907,916,1,F,183,32,2,8923,40,PARTNER,,7450.32,2784.93,10235.25,121.85,10,5.34,84,-,A,16095.58,16095.58,62,23,25,238022.52,36,59595.52,25.2,27.39,6725.02,26.47,33.37,2332.89,1654.73,0,2022,Transportation,N,Sarawak,Others,M,SINGLE,MALAYSIAN,Administrator,Bachelor Degree,3440.88,,1,Y,pass,pass,9069.79,Y
2026-09-02,54644060,00000000086,800000000086,20260901,Approve,20260909,847,1,G,193,31,1,7738,13,TELEMARKETING,,126751.51,42233.6,168985.11,2011.73,10,4.76,84, ,A,22328.8,22328.8,62,25,21,323709.24,36,49317.21,16.7,20.22,5657.28,9.83,19.43,2166.38,43.82,1,,Professional Services,Y,Selangor,Indian,F,WIDOWED,MALAYSIAN,Accountant,Bachelor Degree,1489.3,C,,N,fail,fail,136669.07,Y
2026-09-02,86107746,00000000087,800000000087,20260830,Approve,20260928,951,1,B,136,32,,3369,33,TELEMARKETING,,27324.59,11681.26,39005.85,361.17,0,4.75,108, ,A,20966.67,20966.67,23,5,5,303859.2,12,35395.75,18.44,25.86,6560.12,14.77,23.85,1757.89,921.42,0,,Oil & Gas,Y,Selangor,Malay,M,MARRIED,MALAYSIAN,Doctor,Diploma,1667.61,C,,N,fail,pass,45016.7,Y
2026-09-02,74343201,00000000088,800000000088,20260828,Approve,20260923,808,2,A,121,26,3,3136,73,MOBILE_APP,,104794.53,37851.78,142646.31,1698.17,30,5.16,84,Y,A,15668.78,15668.78,31,12,9,248223.72,12,121713.19,29.42,35.68,6133.51,30.46,37.99,2602.0,1599.03,3,,Construction,N,Selangor,Malay,M,MARRIED,MALAYSIAN,Nurse,Bachelor Degree,4483.98,,,Y,pass,fail,118048.17,Y
2026-09-02,10482349,00000000089,800000000089,20260828,Approve,20260906,282,3,B,178,31,1,3254,50,COUNTER,,89382.79,21827.28,111210.07,3089.17,10,8.14,36,N,A,10002.9,10002.9,54,7,1,152788.44,108,69187.34,59.07,68.22,4168.06,58.28,68.2,2699.11,400.71,2,,Education,Y,Kedah,Malay,M,MARRIED,MALAYSIAN,Army Personnel,Diploma,4437.66,B,1,N,pass,pass,128999.79,N
2026-09-02,45411706,00000000090,800000000090,20260902,Approve,20260914,264,3,A,139,32,3,4559,56,WEBSITE,,77790.82,41330.26,119121.08,1418.11,5,7.59,84, ,A,2412.19,2412.19,61,17,36,34172.16,60,19152.71,50.75,53.21,7779.07,59.56,68.26,371.41,1771.47,3,,Healthcare,Y,Johor,Chinese,M,MARRIED,MALAYSIAN,Civil Servant,Diploma,4731.55,A,1,Y,pass,pass,127125.99,Y
2026-09-02,71353432,00000000091,800000000091,20260829,Approve,20260901,368,3,E,163,11,,3830,50,COUNTER,,45991.83,9796.26,55788.09,1549.67,5,7.1,36,-,A,6988.79,6988.79,39,0,15,104272.56,84,78974.95,33.6,40.23,2435.98,31.81,42.24,725.63,1426.06,2,2013,Hospitality,N,Perak,Malay,F,MARRIED,MALAYSIAN,Police Officer,SPM,814.71,A,1,N,fail,pass,73180.07,N
2026-09-02,11648990,00000000092,800000000092,20260830,Approve,20260909,749,2,C,148,27,2,7957,29,PARTNER,,2571.4,415.8,2987.2,82.98,10,5.39,36,Y,A,19099.23,19099.23,39,19,2,300735.96,108,59995.37,12.98,16.12,4254.67,11.09,17.18,354.8,945.88,2,,Food & Beverage,N,Negeri Sembilan,Indian,F,DIVORCED,MALAYSIAN,Self-Employed,Bachelor Degree,2.75,C,1,Y,fail,fail,2965.71,Y
2026-09-02,26405048,00000000093,800000000093,20260826,Approve,20260904,686,1,D,170,34,,1653,21,WEBSITE,,54131.95,27038.91,81170.86,751.58,30,5.55,108,-,A,19126.97,19126.97,31,8,6,281828.28,60,170723.11,23.58,26.03,6820.18,23.99,30.67,2187.7,256.36,3,,Financial Services,N,Pahang,Indian,M,MARRIED,MALAYSIAN,Chef,Master Degree,2479.87,,1,N,pass,fail,58449.1,Y
2026-09-02,74127867,00000000094,800000000094,20260829,Approve,20260904,874,2,G,162,29,2,1829,88,PARTNER,,98117.84,34959.39,133077.23,1584.25,30,5.09,84, ,A,22765.07,22765.07,47,5,11,363922.92,12,137597.75,27.28,36.66,4232.04,23.07,31.73,2623.35,328.57,4,2018,Financial Services,Y,Negeri Sembilan,Indian,F,MARRIED,MALAYSIAN,Self-Employed,STPM,1459.85,C,,N,pass,pass,140158.31,N
2026-09-02,83005085,00000000095,800000000095,20260901,Approve,20260906,261,2,B,112,34,3,6836,79,WEBSITE,,105090.82,22951.84,128042.66,3556.74,20,7.28,36,-,A,2162.94,2162.94,26,0,2,31021.8,60,28792.93,48.01,56.15,2964.78,52.77,55.19,673.96,646.3,0,,Food & Beverage,Y,Johor,Chinese,M,SINGLE,MALAYSIAN,Retail Assistant,Diploma,3300.04,A,1,Y,pass,fail,123448.95,N
2026-09-02,99163437,00000000096,800000000096,20260830,Approve,20260921,671,1,F,155,25,3,2513,78,PARTNER,,128889.33,68092.23,196981.56,1823.9,0,5.87,108,Y,A,21027.72,21027.72,51,7,16,325555.68,60,184275.3,17.22,23.52,1777.27,24.04,26.04,2901.01,898.84,1,2018,Financial Services,N,Negeri Sembilan,Chinese,M,MARRIED,MALAYSIAN,Accountant,SPM,1222.66,,1,N,pass,pass,138652.79,N
2026-09-02,90375636,00000000097,800000000097,20260831,Approve,20260928,796,2,B,104,33,2,7932,18,PARTNER,,38078.04,14873.28,52951.32,630.37,20,5.58,84,Y,A,21121.97,21121.97,32,14,5,309922.32,84,52950.65,17.96,23.81,6808.2,20.89,26.35,811.01,816.87,0,2015,Plantation,N,Pulau Pinang,Indian,F,MARRIED,MALAYSIAN,Lecturer,Bachelor Degree,1927.37,B,,N,pass,pass,42588.51,N
2026-09-02,78127460,00000000098,800000000098,20260828,Approve,20260911,294,2,D,169,12,,6931,51,TELEMARKETING,,114336.96,45391.77,159728.73,2662.15,30,7.94,60,N,A,4570.92,4570.92,23,2,1,63609.12,60,43564.68,54.46,57.47,2906.93,56.19,62.4,384.71,606.71,0,2013,Manufacturing,Y,Perak,Chinese,M,MARRIED,MALAYSIAN,Teacher,STPM,2509.24,C,,N,pass,fail,131902.14,N
2026-09-02,71214909,00000000099,800000000099,20260827,Approve,20260917,896,3,G,197,26,2,5365,15,MOBILE_APP,,84300.76,11633.5,95934.26,2664.84,0,4.6,36, ,A,23508.31,23508.31,39,15,3,361940.64,12,50747.09,10.25,15.66,1726.17,11.82,14.7,2099.02,1114.56,0,2012,Hospitality,Y,Terengganu,Malay,F,SINGLE,MALAYSIAN,Accountant,Diploma,3022.57,B,1,N,fail,pass,86450.93,Y
2026-09-02,11655141,00000000100,800000000100,20260829,Approve,20260909,779,3,D,101,17,,1248,59,PARTNER,,46623.28,17297.24,63920.52,760.96,20,5.3,84,-,A,12361.61,12361.61,40,17,15,198887.64,12,43154.96,14.55,16.24,1934.32,15.43,17.51,1464.31,1476.27,0,,Construction,N,Selangor,Chinese,M,SINGLE,MALAYSIAN,Civil Servant,Bachelor Degree,4182.15,A,,Y,fail,fail,63420.18,N
2026-09-02,94642324,00000000101,800000000101,20260827,Approve,20260920,821,2,E,199,27,1,7341,78,WEBSITE,,40997.94,6481.77,47479.71,1318.88,0,5.27,36, ,A,16062.83,16062.83,46,15,12,253388.76,60,94511.22,20.22,27.09,7621.58,24.97,28.22,2072.53,1969.59,3,,Education,N,Kuala Lumpur,Malay,M,DIVORCED,MALAYSIAN,Teacher,Bachelor Degree,4830.32,B,,Y,pass,fail,56276.04,N
2026-09-02,83951337,00000000102,800000000102,20260827,Approve,20260831,920,2,C,171,29,,7877,66,TELEMARKETING,,59768.48,8230.12,67998.6,1888.85,20,4.59,36,Y,A,18587.84,18587.84,39,0,2,269507.04,36,45248.88,9.31,14.34,3797.02,6.2,13.99,1686.64,224.92,3,,Financial Services,Y,Melaka,Malay,F,DIVORCED,MALAYSIAN,Technician,Diploma,4606.76,C,,N,fail,pass,67510.72,N
2026-09-02,97874607,00000000103,800000000103,20260828,Approve,20260922,938,2,C,118,20,3,7199,98,MOBILE_APP,,48285.61,21163.58,69449.19,643.05,30,4.87,108,N,A,22209.88,22209.88,38,3,12,355553.88,36,90235.98,11.15,15.67,6555.49,5,15.02,246.78,664.85,3,,Financial Services,Y,Pahang,Malay,F,MARRIED,MALAYSIAN,Chef,Bachelor Degree,1324.54,B,,Y,pass,pass,72484.95,Y
2026-09-02,22086184,00000000104,800000000104,20260828,Approve,20260917,239,1,F,176,30,1,6807,44,TELEMARKETING,,13061.2,5433.46,18494.66,308.24,20,8.32,60,-,A,7678.86,7678.86,42,8,0,106396.92,108,113861.62,41.75,46.63,7324.37,48.27,52.39,2786.13,639.69,2,,Construction,N,Sarawak,Indian,F,WIDOWED,MALAYSIAN,Accountant,SPM,3404.68,C,,N,pass,fail,14695.7,N
2026-09-02,69080631,00000000105,800000000105,20260901,Approve,20261001,543,2,C,121,10,3,1369,97,WEBSITE,,8924.83,5421.83,14346.66,132.84,5,6.75,108,-,A,3704.79,3704.79,49,9,18,58096.08,36,38240.24,38.63,41.66,5796.25,35.13,46.93,2031.3,427.41,5,,Plantation,Y,Kuala Lumpur,Chinese,F,MARRIED,MALAYSIAN,IT Executive,Diploma,4360.33,A,1,Y,pass,pass,10471.8,Y
2026-09-02,45851995,00000000106,800000000106,20260902,Approve,20260925,447,1,B,193,10,,2725,11,PARTNER,,63901.19,12307.37,76208.56,2116.9,0,6.42,36, ,A,14214.43,14214.43,43,10,9,207349.2,84,94753.92,32.99,40.75,5885.39,32.32,40.46,1366.98,652.12,0,,Oil & Gas,N,Labuan,Malay,M,SINGLE,MALAYSIAN,Technician,Diploma,502.66,C,1,N,pass,pass,82607.01,Y
2026-09-02,27608875,00000000107,800000000107,20260826,Approve,20260909,980,3,F,142,35,1,6426,68,PARTNER,,25649.36,4147.5,29796.86,827.69,10,5.39,36, ,A,24990.88,24990.88,58,11,27,393679.68,60,114935.36,18.67,22.37,622.24,16.84,25.9,2238.61,313.12,5,,Education,Y,Selangor,Indian,F,MARRIED,MALAYSIAN,Nurse,Diploma,182.8,B,,Y,pass,fail,31068.16,Y
2026-09-02,94567684,00000000108,800000000108,20260828,Approve,20260909,656,4,E,103,32,,1562,91,TELEMARKETING,,14488.99,7537.17,22026.16,203.95,5,5.78,108,N,A,15153.54,15153.54,59,29,12,210336.36,60,40242.14,27.31,33.91,6777.03,34.65,38.76,2142.1,1213.93,1,2015,Transportation,N,Perak,Chinese,F,MARRIED,MALAYSIAN,Driver,Master Degree,4316.83,,1,Y,pass,pass,14947.2,N
2026-09-02,20077458,00000000109,800000000109,20260827,Approve,20260907,580,4,A,127,21,,9372,33,MOBILE_APP,,30775.69,5234.94,36010.63,1000.3,5,5.67,36,N,A,8036.38,8036.38,21,1,1,113138.88,84,64862.99,29.56,34.86,4624.51,29.8,36.24,475.99,104.81,0,,Real Estate,Y,Johor,Chinese,F,MARRIED,MALAYSIAN,Nurse,Diploma,1854.45,A,1,N,fail,pass,34267.09,N
2026-09-02,20282015,00000000110,800000000110,20260829,Approve,20260920,771,2,D,172,35,,8561,95,MOBILE_APP,,94269.39,47596.62,141866.01,1313.57,5,5.61,108,-,A,16352.85,16352.85,45,27,25,255185.52,36,99616.42,21.74,25.2,7047.4,26.9,33.59,691.22,423.42,2,2010,Food & Beverage,N,Selangor,Chinese,F,MARRIED,MALAYSIAN,Manager,Diploma,4042.76,B,,Y,pass,pass,140087.91,N
2026-09-02,60809929,00000000111,800000000111,20260901,Approve,20260911,542,3,G,125,10,,3035,74,TELEMARKETING,,23854.61,10887.24,34741.85,413.59,0,6.52,84,-,A,16145.89,16145.89,23,3,3,259493.64,60,171911.47,34.66,42.52,3383.25,36.76,47.56,1931.36,256.11,0,,Food & Beverage,Y,Kelantan,Malay,F,SINGLE,MALAYSIAN,Doctor,SPM,2207.51,A,1,Y,pass,fail,25985.35,N
2026-09-02,33424272,00000000112,800000000112,20260829,Approve,20260916,791,4,D,141,12,,1649,47,PARTNER,,63138.96,10436.87,73575.83,2043.77,0,5.51,36,Y,A,8079.95,8079.95,47,26,15,115381.68,12,29605.45,16.76,24.04,7401.7,18.35,27.45,641.66,547.14,0,2023,Telecommunications,Y,Kelantan,Malay,M,SINGLE,MALAYSIAN,Clerk,Bachelor Degree,112.25,C,1,N,pass,pass,76706.07,N
2026-09-02,71643898,00000000113,800000000113,20260829,Approve,20260904,456,1,A,137,29,2,8842,44,WEBSITE,,45492.87,16377.43,61870.3,1031.17,10,7.2,60, ,A,17428.88,17428.88,21,2,1,256343.88,84,138478.52,33.25,39.67,7366.68,40.23,44.94,276.01,780.52,1,,Plantation,N,Sarawak,Chinese,F,MARRIED,MALAYSIAN,Accountant,SPM,900.35,,,Y,fail,pass,70788.91,Y
2026-09-02,13300097,00000000114,800000000114,20260831,Approve,20260912,658,3,C,168,29,1,1047,36,COUNTER,,66128.92,28283.34,94412.26,1123.96,30,6.11,84, ,A,8374.27,8374.27,46,2,20,119891.04,84,58570.95,27.4,37.4,4596.48,34.83,41.09,808.95,1474.92,2,2021,Manufacturing,N,Sabah,Malay,M,MARRIED,MALAYSIAN,Teacher,SPM,1668.0,,,N,fail,pass,102919.07,N
2026-09-02,83473357,00000000115,800000000115,20260828,Approve,20260917,256,3,A,181,12,,4220,86,WEBSITE,,29740.28,20208.52,49948.8,462.49,20,7.55,108,Y,A,7420.84,7420.84,64,26,0,109498.2,36,128061.15,34.53,36.46,5990.49,51.0,52.09,2202.45,331.81,0,,Education,Y,Kedah,Malay,F,SINGLE,MALAYSIAN,Driver,Diploma,3565.06,C,1,Y,pass,pass,48312.44,N
2026-09-02,35026165,00000000116,800000000116,20260827,Approve,20260904,507,2,E,113,21,3,2241,38,PARTNER,,65595.89,27366.61,92962.5,1106.7,0,5.96,84,Y,A,6585.86,6585.86,51,1,30,92870.76,12,30160.03,32.79,39.0,902.35,44.36,46.37,1780.79,1551.21,2,2014,Oil & Gas,N,Kedah,Malay,F,DIVORCED,MALAYSIAN,Technician,SPM,3112.79,C,1,N,pass,pass,86382.67,Y
2026-09-02,73484049,00000000117,800000000117,20260901,Approve,20260916,791,3,F,135,14,2,2243,78,PARTNER,,12060.59,5188.47,17249.06,159.71,0,4.78,108,-,A,20388.96,20388.96,56,19,29,283546.8,108,101023.49,19.47,24.54,3294.82,24.67,28.16,1130.5,192.93,0,2010,Hospitality,N,Pulau Pinang,Chinese,M,SINGLE,MALAYSIAN,Security Guard,Bachelor Degree,2270.86,B,1,Y,fail,pass,15691.42,Y
