TX_DT,CIF_No,TransactionCountry,TransactionCountryHigherLevel,PriviledgeMerchantsGrp,LDESC,Sales_Type,Amount,TransCount
20260929,18597103,RINGGIT MALAYSIA,OVERSEA,ON US,COURTS MAMMOTH,CA,2417.63,1
20261102,18597103,RINGGIT MALAYSIA,LOCAL,NOT ON US,MCDONALD'S MALAYSIA,CP,2778.64,1
20261102,18597103,RINGGIT MALAYSIA,LOCAL,NOT ON US,MR DIY-SUNWAY PYRAMID,CA,4377.09,1
20261126,84038808,RINGGIT MALAYSIA,LOCAL,NOT ON US,ZALORA MALAYSIA,CP,47699.84,1
20261109,84038808,RINGGIT MALAYSIA,LOCAL,NOT ON US,COURTS MAMMOTH,CP,12047.75,1
20261029,84038808,RINGGIT MALAYSIA,LOCAL,NOT ON US,SENHENG ELECTRIC,CP,19780.23,1
20261009,84038808,RINGGIT MALAYSIA,LOCAL,NOT ON US,AEON BIG (M) SDN BHD-KEPONG,CP,9732.03,1
20261004,84038808,RINGGIT MALAYSIA,OVERSEA,NOT ON US,SHELL MALAYSIA,CP,12218.99,1
20261021,19169403,RINGGIT MALAYSIA,LOCAL,ON US,MYDIN MOHAMED HOLDINGS,CP,101280.69,1
20261006,24544037,RINGGIT MALAYSIA,LOCAL,NOT ON US,AEON CO (M) BHD-MID VALLEY,CP,4923.83,1
20261105,24544037,RINGGIT MALAYSIA,OVERSEA,NOT ON US,TESCO STORES (M),CA,3625.93,1
20261007,24544037,RINGGIT MALAYSIA,OVERSEA,ON US,MCDONALD'S MALAYSIA,CP,4483.57,1
20261022,99492116,RINGGIT MALAYSIA,LOCAL,ON US,SENHENG ELECTRIC,CA,259.04,1
20261008,99492116,RINGGIT MALAYSIA,OVERSEA,ON US,COURTS MAMMOTH,CP,182.62,1
20261026,99492116,RINGGIT MALAYSIA,LOCAL,ON US,COURTS MAMMOTH,CA,95.12,1
20261002,99492116,RINGGIT MALAYSIA,LOCAL,ON US,KFC HOLDINGS,CP,140.61,1
20261023,99492116,RINGGIT MALAYSIA,LOCAL,ON US,PARKSON GRAND-PAVILION,CP,231.63,1
20261030,74847454,RINGGIT MALAYSIA,LOCAL,NOT ON US,KFC HOLDINGS,CA,25147.66,1
20260922,74847454,RINGGIT MALAYSIA,OVERSEA,NOT ON US,HARVEY NORMAN-IOI CITY,CP,57546.81,1
20260929,64014743,RINGGIT MALAYSIA,LOCAL,NOT ON US,SHELL MALAYSIA,CA,7506.93,1
20260901,64014743,RINGGIT MALAYSIA,OVERSEA,NOT ON US,MCDONALD'S MALAYSIA,CA,2375.64,1
20260918,64014743,RINGGIT MALAYSIA,LOCAL,ON US,SHOPEE PAY,CP,4241.82,1
20260923,64014743,RINGGIT MALAYSIA,OVERSEA,ON US,LAZADA MALAYSIA,CP,1308.77,1
20261009,64014743,RINGGIT MALAYSIA,LOCAL,ON US,KFC HOLDINGS,CP,6871.18,1
20260923,33317675,RINGGIT MALAYSIA,LOCAL,NOT ON US,AEON BIG (M) SDN BHD-KEPONG,CP,23005.2,1
20261031,33317675,RINGGIT MALAYSIA,LOCAL,NOT ON US,ECONSAVE-JOHOR,CP,50050.32,1
20261006,47574724,RINGGIT MALAYSIA,OVERSEA,ON US,TESCO STORES (M),CP,3859.44,1
20261028,47574724,RINGGIT MALAYSIA,LOCAL,ON US,GRABPAY TOP UP,CP,3351.15,1
20260915,47574724,RINGGIT MALAYSIA,LOCAL,NOT ON US,SENHENG ELECTRIC,CP,3431.85,1
20261018,17433978,RINGGIT MALAYSIA,LOCAL,ON US,ZALORA MALAYSIA,CP,18308.47,1
20260911,17433978,RINGGIT MALAYSIA,LOCAL,NOT ON US,HARVEY NORMAN-IOI CITY,CP,32310.02,1
20260906,89287426,RINGGIT MALAYSIA,LOCAL,NOT ON US,AEON CO (M) BHD-MID VALLEY,CA,42622.57,1
20260911,89287426,RINGGIT MALAYSIA,OVERSEA,ON US,PETRONAS DAGANGAN,CP,16299.02,1
20260905,89287426,RINGGIT MALAYSIA,LOCAL,ON US,ZALORA MALAYSIA,CP,14855.61,1
20261013,89287426,RINGGIT MALAYSIA,LOCAL,ON US,MCDONALD'S MALAYSIA,CA,35713.21,1
20260927,80512681,RINGGIT MALAYSIA,LOCAL,NOT ON US,MR DIY-SUNWAY PYRAMID,CP,27134.91,1
20260917,80512681,RINGGIT MALAYSIA,LOCAL,NOT ON US,MCDONALD'S MALAYSIA,CP,21302.36,1
20261022,80512681,RINGGIT MALAYSIA,LOCAL,ON US,SHOPEE PAY,CA,37287.92,1
20261031,47325155,RINGGIT MALAYSIA,LOCAL,ON US,SHELL MALAYSIA,CP,33997.63,1
20261121,47325155,RINGGIT MALAYSIA,LOCAL,NOT ON US,KFC HOLDINGS,CA,35729.42,1
20261014,47325155,RINGGIT MALAYSIA,OVERSEA,ON US,MYDIN MOHAMED HOLDINGS,CP,24569.81,1
20261118,47325155,RINGGIT MALAYSIA,LOCAL,NOT ON US,SHELL MALAYSIA,CP,8522.71,1
20261104,47325155,RINGGIT MALAYSIA,LOCAL,NOT ON US,TESCO STORES (M),CP,25056.1,1
20261019,53258571,RINGGIT MALAYSIA,LOCAL,NOT ON US,MR DIY-SUNWAY PYRAMID,CP,7639.21,1
20261031,53258571,RINGGIT MALAYSIA,OVERSEA,NOT ON US,AEON BIG (M) SDN BHD-KEPONG,CP,25095.26,1
20260926,57270850,RINGGIT MALAYSIA,LOCAL,ON US,SHELL MALAYSIA,CA,19321.83,1
20261108,57270850,RINGGIT MALAYSIA,LOCAL,ON US,GIANT HYPERMARKET-SHAH ALAM,CP,4153.24,1
20261021,57270850,RINGGIT MALAYSIA,LOCAL,ON US,PETRONAS DAGANGAN,CP,19570.45,1
20261101,10798977,RINGGIT MALAYSIA,LOCAL,ON US,SENHENG ELECTRIC,CA,38491.03,1
20260910,23125005,RINGGIT MALAYSIA,LOCAL,NOT ON US,HARVEY NORMAN-IOI CITY,CA,78429.59,1
20261018,81864134,RINGGIT MALAYSIA,LOCAL,NOT ON US,MR DIY-SUNWAY PYRAMID,CA,25232.75,1
20261017,81864134,RINGGIT MALAYSIA,LOCAL,ON US,AEON CO (M) BHD-MID VALLEY,CA,23181.15,1
20261003,81864134,RINGGIT MALAYSIA,OVERSEA,NOT ON US,PARKSON GRAND-PAVILION,CP,11550.57,1
20260910,81864134,RINGGIT MALAYSIA,OVERSEA,ON US,SHOPEE PAY,CA,28528.32,1
20261025,12048834,RINGGIT MALAYSIA,LOCAL,ON US,MYDIN MOHAMED HOLDINGS,CP,1713.42,1
20261114,12048834,RINGGIT MALAYSIA,OVERSEA,NOT ON US,GUARDIAN HEALTH-KLCC,CP,2418.5,1
20261026,12048834,RINGGIT MALAYSIA,OVERSEA,NOT ON US,HARVEY NORMAN-IOI CITY,CP,945.26,1
20261024,12048834,RINGGIT MALAYSIA,LOCAL,NOT ON US,TESCO STORES (M),CP,2958.51,1
20261028,30755286,RINGGIT MALAYSIA,LOCAL,NOT ON US,ECONSAVE-JOHOR,CA,7678.56,1
20261016,12491156,RINGGIT MALAYSIA,LOCAL,ON US,GRABPAY TOP UP,CA,14340.95,1
